,0,1
985,188,2455
986,188,2456
987,189,216
988,189,217
989,189,2455
990,189,2456
991,190,216
992,190,217
993,190,2456
994,191,215
995,191,216
996,191,2456
997,192,215
998,192,216
999,192,2456
1000,193,215
1001,193,2456
1002,194,215
1003,194,2456
1004,194,2457
1005,195,214
1006,195,215
1007,195,2456
1008,195,2457
1009,196,214
1010,196,215
1011,196,2457
1012,197,214
1013,197,2457
1014,198,214
1015,198,2457
1016,199,214
1017,199,2457
1018,200,214
1019,200,2457
1020,201,214
1021,201,2457
1022,201,2458
1023,202,214
1024,202,2457
1025,202,2458
1026,203,214
1027,203,2458
1028,204,214
1029,204,691
1030,204,2458
1031,205,214
1032,205,691
1033,205,692
1034,205,2458
1035,206,214
1036,206,691
1037,206,692
1038,206,2458
1039,207,214
1040,207,691
1041,207,692
1042,207,695
1043,207,2458
1044,208,214
1045,208,691
1046,208,692
1047,208,695
1048,208,2458
1049,209,214
1050,209,691
1051,209,692
1052,209,695
1053,209,2458
1054,210,214
1055,210,692
1056,210,695
1057,210,2458
1058,211,213
1059,211,214
1060,211,692
1061,211,693
1062,211,695
1063,211,2458
1064,211,2459
1065,212,213
1066,212,214
1067,212,692
1068,212,693
1069,212,2458
1070,212,2459
1071,213,213
1072,213,692
1073,213,693
1074,213,2459
1075,214,213
1076,214,693
1077,214,2459
1078,215,213
1079,215,2459
1080,216,213
1081,216,2459
1082,217,213
1083,217,2459
1084,218,213
1085,218,2459
1086,219,213
1087,219,2459
1088,219,2460
1089,220,213
1090,220,2459
1091,220,2460
1092,221,213
1093,221,2460
1094,222,212
1095,222,213
1096,222,2460
1097,223,212
1098,223,213
1099,223,2460
1100,224,212
1101,224,2460
1102,225,212
1103,225,2460
1104,226,212
1105,226,2460
1106,227,212
1107,227,2460
1108,228,212
1109,228,2460
1110,229,212
1111,229,2460
1112,229,2461
1113,230,211
1114,230,212
1115,230,2460
1116,230,2461
1117,231,211
1118,231,212
1119,231,2461
1120,232,211
1121,232,2461
1122,233,211
1123,233,2461
1124,234,211
1125,234,2461
1126,235,211
1127,235,2461
1128,236,211
1129,236,2461
1130,237,211
1131,237,2461
1132,238,210
1133,238,211
1134,238,2461
1135,239,210
1136,239,211
1137,239,2461
1138,240,210
1139,240,2461
1140,240,2462
1141,241,210
1142,241,2461
1143,241,2462
1144,242,210
1145,242,454
1146,242,2462
1147,243,210
1148,243,452
1149,243,454
1150,243,2462
1151,244,210
1152,244,451
1153,244,452
1154,244,454
1155,244,455
1156,244,2462
1157,245,209
1158,245,210
1159,245,451
1160,245,452
1161,245,455
1162,245,2462
1163,246,209
1164,246,210
1165,246,451
1166,246,452
1167,246,455
1168,246,2462
1169,247,209
1170,247,450
1171,247,451
1172,247,455
1173,247,2462
1174,248,209
1175,248,450
1176,248,451
1177,248,455
1178,248,2462
1179,249,209
1180,249,450
1181,249,451
1182,249,455
1183,249,2462
1184,250,209
1185,250,450
1186,250,451
1187,250,455
1188,250,2462
1189,251,208
1190,251,209
1191,251,450
1192,251,451
1193,251,455
1194,251,2462
1195,251,2463
1196,252,208
1197,252,209
1198,252,450
1199,252,451
1200,252,455
1201,252,2462
1202,252,2463
1203,253,208
1204,253,450
1205,253,451
1206,253,455
1207,253,2463
1208,254,208
1209,254,450
1210,254,451
1211,254,452
1212,254,455
1213,254,2463
1214,255,207
1215,255,208
1216,255,451
1217,255,452
1218,255,453
1219,255,2463
1220,256,207
1221,256,208
1222,256,452
1223,256,453
1224,256,2463
1225,257,207
1226,257,2463
1227,258,207
1228,258,2463
1229,259,206
1230,259,207
1231,259,2463
1232,260,206
1233,260,207
1234,260,2463
1235,261,206
1236,261,2463
1237,262,206
1238,262,2463
1239,262,2464
1240,263,206
1241,263,2463
1242,263,2464
1243,264,205
1244,264,206
1245,264,2464
1246,265,205
1247,265,206
1248,265,2464
1249,266,205
1250,266,206
1251,266,2464
1252,267,206
1253,267,2464
1254,268,206
1255,268,2464
1256,269,206
1257,269,2464
1258,270,206
1259,270,2464
1260,271,206
1261,271,2464
1262,272,206
1263,272,2464
1264,273,206
1265,273,2464
1266,274,206
1267,274,2464
1268,274,2465
1269,275,206
1270,275,2464
1271,275,2465
1272,276,206
1273,276,2465
1274,277,206
1275,277,2465
1276,278,206
1277,278,2465
1278,279,206
1279,279,2465
1280,280,206
1281,280,2465
1282,281,206
1283,281,2465
1284,282,206
1285,282,2465
1286,283,206
1287,283,2465
1288,284,206
1289,284,2465
1290,285,206
1291,285,2465
1292,285,2466
1293,286,205
1294,286,206
1295,286,2465
1296,286,2466
1297,287,205
1298,287,206
1299,287,2466
1300,288,205
1301,288,2466
1302,289,205
1303,289,2466
1304,290,205
1305,290,2466
1306,291,205
1307,291,2466
1308,292,205
1309,292,2466
1310,293,205
1311,293,2466
1312,294,205
1313,294,2466
1314,295,205
1315,295,2466
1316,296,205
1317,296,2466
1318,297,205
1319,297,2466
1320,298,205
1321,298,2466
1322,298,2467
1323,299,205
1324,299,2466
1325,299,2467
1326,300,205
1327,300,2467
1328,301,205
1329,301,2467
1330,302,205
1331,302,2467
1332,303,205
1333,303,2467
1334,304,204
1335,304,205
1336,304,2467
1337,305,204
1338,305,205
1339,305,2467
1340,306,204
1341,306,2467
1342,307,204
1343,307,2467
1344,308,204
1345,308,2467
1346,309,204
1347,309,2467
1348,310,204
1349,310,2467
1350,311,204
1351,311,2467
1352,312,204
1353,312,2467
1354,313,204
1355,313,2467
1356,314,204
1357,314,2467
1358,315,204
1359,315,2467
1360,316,204
1361,316,2467
1362,317,204
1363,317,2467
1364,318,204
1365,318,2467
1366,318,2468
1367,319,204
1368,319,2467
1369,319,2468
1370,320,204
1371,320,2468
1372,321,204
1373,321,2468
1374,322,204
1375,322,2468
1376,323,204
1377,323,2468
1378,324,204
1379,324,2468
1380,325,204
1381,325,2468
1382,326,204
1383,326,2468
1384,327,204
1385,327,2468
1386,328,204
1387,328,2468
1388,329,204
1389,329,2468
1390,330,203
1391,330,204
1392,330,2468
1393,331,203
1394,331,204
1395,331,2468
1396,332,203
1397,332,2468
1398,333,203
1399,333,2468
1400,334,203
1401,334,2468
1402,335,203
1403,335,2468
1404,336,203
1405,336,2468
1406,337,203
1407,337,2468
1408,338,203
1409,338,2468
1410,339,203
1411,339,2468
1412,339,2469
1413,340,203
1414,340,2468
1415,340,2469
1416,341,203
1417,341,2469
1418,342,203
1419,342,2469
1420,343,203
1421,343,430
1422,343,431
1423,343,2469
1424,343,2470
1425,344,203
1426,344,429
1427,344,430
1428,344,431
1429,344,2469
1430,344,2470
1431,345,203
1432,345,429
1433,345,430
1434,345,433
1435,345,2470
1436,346,203
1437,346,429
1438,346,430
1439,346,432
1440,346,433
1441,346,2470
1442,347,202
1443,347,203
1444,347,429
1445,347,430
1446,347,432
1447,347,433
1448,347,2470
1449,348,202
1450,348,203
1451,348,429
1452,348,430
1453,348,432
1454,348,2470
1455,349,202
1456,349,429
1457,349,430
1458,349,2470
1459,350,202
1460,350,1210
1461,350,1211
1462,350,2470
1463,351,202
1464,351,1209
1465,351,1210
1466,351,1211
1467,351,1214
1468,351,2470
1469,352,202
1470,352,1209
1471,352,1210
1472,352,1214
1473,352,1215
1474,352,2470
1475,352,2471
1476,353,202
1477,353,1209
1478,353,1210
1479,353,1214
1480,353,1215
1481,353,2470
1482,353,2471
1483,354,202
1484,354,1209
1485,354,1215
1486,354,2471
1487,355,202
1488,355,1209
1489,355,1214
1490,355,1215
1491,355,2471
1492,356,201
1493,356,202
1494,356,1209
1495,356,1210
1496,356,1214
1497,356,1215
1498,356,2471
1499,357,201
1500,357,202
1501,357,1209
1502,357,1210
1503,357,1214
1504,357,2471
1505,358,201
1506,358,1209
1507,358,1210
1508,358,1212
1509,358,2471
1510,359,201
1511,359,1038
1512,359,1212
1513,359,2471
1514,360,201
1515,360,1038
1516,360,1212
1517,360,2471
1518,360,2472
1519,361,201
1520,361,531
1521,361,532
1522,361,1038
1523,361,1039
1524,361,2471
1525,361,2472
1526,362,201
1527,362,531
1528,362,532
1529,362,534
1530,362,1036
1531,362,1037
1532,362,1038
1533,362,1039
1534,362,2472
1535,363,201
1536,363,530
1537,363,531
1538,363,534
1539,363,535
1540,363,1036
1541,363,1037
1542,363,1039
1543,363,1040
1544,363,2472
1545,364,201
1546,364,530
1547,364,531
1548,364,534
1549,364,535
1550,364,1036
1551,364,1037
1552,364,1040
1553,364,2472
1554,365,201
1555,365,530
1556,365,531
1557,365,535
1558,365,1036
1559,365,1037
1560,365,1040
1561,365,2472
1562,366,201
1563,366,530
1564,366,531
1565,366,532
1566,366,535
1567,366,1036
1568,366,1037
1569,366,1040
1570,366,2472
1571,367,201
1572,367,531
1573,367,532
1574,367,533
1575,367,1036
1576,367,1037
1577,367,2472
1578,368,201
1579,368,532
1580,368,533
1581,368,1037
1582,368,2472
1583,369,201
1584,369,533
1585,369,2472
1586,370,201
1587,370,2472
1588,371,200
1589,371,201
1590,371,2472
1591,372,200
1592,372,201
1593,372,2472
1594,373,200
1595,373,2472
1596,374,200
1597,374,2472
1598,375,200
1599,375,2472
1600,376,200
1601,376,2472
1602,377,200
1603,377,2472
1604,378,200
1605,378,2472
1606,379,200
1607,379,2472
1608,380,200
1609,380,2472
1610,381,200
1611,381,2472
1612,382,199
1613,382,200
1614,382,2472
1615,382,2473
1616,383,199
1617,383,200
1618,383,2472
1619,383,2473
1620,384,199
1621,384,2473
1622,385,199
1623,385,2473
1624,386,199
1625,386,2473
1626,387,199
1627,387,2473
1628,388,199
1629,388,2473
1630,389,199
1631,389,2473
1632,390,199
1633,390,2473
1634,390,2474
1635,391,199
1636,391,2473
1637,391,2474
1638,392,198
1639,392,199
1640,392,2474
1641,393,198
1642,393,199
1643,393,2474
1644,394,198
1645,394,2474
1646,395,198
1647,395,2474
1648,396,198
1649,396,2474
1650,397,198
1651,397,2474
1652,398,198
1653,398,2474
1654,399,198
1655,399,2474
1656,400,198
1657,400,2474
1658,401,198
1659,401,2474
1660,402,198
1661,402,2474
1662,403,198
1663,403,199
1664,403,2474
1665,404,198
1666,404,199
1667,404,2474
1668,404,2475
1669,405,199
1670,405,2474
1671,405,2475
1672,406,199
1673,406,2475
1674,407,199
1675,407,2475
1676,408,199
1677,408,200
1678,408,2475
1679,409,199
1680,409,200
1681,409,2475
1682,410,200
1683,410,1974
1684,410,1975
1685,410,2475
1686,411,200
1687,411,1973
1688,411,1974
1689,411,1975
1690,411,1977
1691,411,2475
1692,412,200
1693,412,1973
1694,412,1974
1695,412,1977
1696,412,2475
1697,413,200
1698,413,1973
1699,413,1974
1700,413,1977
1701,413,1978
1702,413,2475
1703,414,200
1704,414,1973
1705,414,1974
1706,414,1977
1707,414,2475
1708,415,200
1709,415,1973
1710,415,1974
1711,415,1975
1712,415,2474
1713,415,2475
1714,416,200
1715,416,1974
1716,416,1975
1717,416,2474
1718,416,2475
1719,417,200
1720,417,2474
1721,417,2475
1722,418,200
1723,418,2475
1724,419,200
1725,419,2475
1726,420,200
1727,420,2474
1728,420,2475
1729,421,200
1730,421,2474
1731,421,2475
1732,422,200
1733,422,2474
1734,422,2475
1735,423,200
1736,423,2475
1737,424,200
1738,424,2475
1739,425,200
1740,425,2475
1741,426,200
1742,426,2475
1743,427,200
1744,427,2475
1745,428,199
1746,428,200
1747,428,2475
1748,429,199
1749,429,200
1750,429,2475
1751,430,199
1752,430,2475
1753,431,199
1754,431,2475
1755,432,199
1756,432,2475
1757,432,2476
1758,433,199
1759,433,2475
1760,433,2476
1761,434,199
1762,434,2476
1763,435,199
1764,435,2476
1765,436,199
1766,436,2476
1767,436,2477
1768,437,199
1769,437,2476
1770,437,2477
1771,438,199
1772,438,2477
1773,439,199
1774,439,2477
1775,440,199
1776,440,2477
1777,441,198
1778,441,199
1779,441,2477
1780,442,198
1781,442,199
1782,442,2477
1783,443,198
1784,443,2477
1785,443,2478
1786,444,198
1787,444,2477
1788,444,2478
1789,445,198
1790,445,2478
1791,446,198
1792,446,409
1793,446,2478
1794,447,198
1795,447,408
1796,447,409
1797,447,2478
1798,448,198
1799,448,407
1800,448,408
1801,448,409
1802,448,2478
1803,449,198
1804,449,407
1805,449,408
1806,449,411
1807,449,2478
1808,450,198
1809,450,407
1810,450,408
1811,450,411
1812,450,412
1813,450,2478
1814,451,198
1815,451,407
1816,451,408
1817,451,411
1818,451,412
1819,451,2478
1820,452,198
1821,452,407
1822,452,408
1823,452,411
1824,452,2478
1825,453,198
1826,453,407
1827,453,408
1828,453,2478
1829,454,198
1830,454,2478
1831,455,198
1832,455,2478
1833,455,2479
1834,456,198
1835,456,2478
1836,456,2479
1837,457,197
1838,457,198
1839,457,2479
1840,458,197
1841,458,198
1842,458,2479
1843,459,197
1844,459,2479
1845,460,197
1846,460,224
1847,460,225
1848,460,2479
1849,461,197
1850,461,224
1851,461,225
1852,461,227
1853,461,2479
1854,462,197
1855,462,224
1856,462,225
1857,462,227
1858,462,228
1859,462,2479
1860,463,197
1861,463,224
1862,463,227
1863,463,228
1864,463,2479
1865,464,197
1866,464,224
1867,464,225
1868,464,227
1869,464,2479
1870,465,197
1871,465,224
1872,465,225
1873,465,227
1874,465,2479
1875,466,197
1876,466,224
1877,466,225
1878,466,2479
1879,467,197
1880,467,2479
1881,468,197
1882,468,2479
1883,469,197
1884,469,2479
1885,470,197
1886,470,2479
1887,471,197
1888,471,2479
1889,472,197
1890,472,2479
1891,473,197
1892,473,2479
1893,474,197
1894,474,2479
1895,475,197
1896,475,2479
1897,476,197
1898,476,2479
1899,476,2480
1900,477,197
1901,477,2479
1902,477,2480
1903,478,197
1904,478,2480
1905,479,196
1906,479,197
1907,479,2480
1908,480,196
1909,480,197
1910,480,2480
1911,481,196
1912,481,2480
1913,482,196
1914,482,2480
1915,483,196
1916,483,1127
1917,483,2480
1918,484,196
1919,484,1127
1920,484,2480
1921,485,196
1922,485,1124
1923,485,1125
1924,485,1127
1925,485,2480
1926,486,196
1927,486,1124
1928,486,1125
1929,486,1127
1930,486,2480
1931,487,196
1932,487,1124
1933,487,1125
1934,487,1127
1935,487,2480
1936,488,196
1937,488,1124
1938,488,1127
1939,488,1128
1940,488,2480
1941,489,196
1942,489,1124
1943,489,1127
1944,489,1128
1945,489,2480
1946,489,2481
1947,490,196
1948,490,1124
1949,490,1128
1950,490,2480
1951,490,2481
1952,491,196
1953,491,1124
1954,491,1128
1955,491,2481
1956,492,196
1957,492,1124
1958,492,1125
1959,492,1128
1960,492,2481
1961,493,196
1962,493,1124
1963,493,1125
1964,493,1128
1965,493,2481
1966,494,196
1967,494,1124
1968,494,1125
1969,494,1126
1970,494,2481
1971,495,196
1972,495,1126
1973,495,2481
1974,496,196
1975,496,2481
1976,497,196
1977,497,2481
1978,497,2482
1979,498,196
1980,498,2481
1981,498,2482
1982,499,196
1983,499,2482
1984,500,196
1985,500,2482
1986,501,196
1987,501,2482
1988,502,196
1989,502,2482
1990,503,196
1991,503,2482
1992,504,196
1993,504,2482
1994,505,196
